1997 NAICS,NAICS Part Indicator,1997 NAICS Title,SIC,SIC Part Indicator,SIC Title and Part Description
811191,,Automotive Oil Change and Lubrication Shops,7549,*,"Automotive Services, Except Repair and Carwashes (lubricating service, automotive)"
811192,,Car Washes,7542,,Carwashes
811198,a,All Other Automotive Repair and Maintenance,7534,*,Tire Retreading and Repair Shops (repair)
811198,b,All Other Automotive Repair and Maintenance,7549,*,"Automotive Services, Except Repair and Carwashes (except automotive window tinting, lubricating, and towing)"
811211,a,Consumer Electronics Repair and Maintenance,7622,*,"Radio and Television Repair Shops (other stereo, TV, VCR, and radio)"
811211,b,Consumer Electronics Repair and Maintenance,7629,*,"Electrical and Electronic Repair Shops, NEC (other consumer equipment except computer, TV, stereo, VCR, and radio)"
811211,c,Consumer Electronics Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (camera repair)"
811212,a,Computer and Office Machine Repair and Maintenance,7378,,Computer Maintenance and Repair (except retailing new computers from a storefront and repairing)
811212,b,Computer and Office Machine Repair and Maintenance,7629,*,"Electrical and Electronic Repair Shops, NEC (business and office machine repair, electrical)"
811212,c,Computer and Office Machine Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (typewriter repair)"
811213,a,Communication Equipment Repair and Maintenance,7622,*,Radio and Television Repair Shops (other telecommunication equipment repair)
811213,b,Communication Equipment Repair and Maintenance,7629,*,"Electrical and Electronic Repair Shops, NEC (telephone set repair)"
811219,a,Other Electronic and Precision Equipment Repair and Maintenance,7629,*,"Electrical and Electronic Repair Shops, NEC (electrical measuring instrument repair and calibration, medical electrical equipment repair)"
811219,b,Other Electronic and Precision Equipment Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (dental instrument repair, laboratory instrument repair, medical equipment and other electronic and precision equipment repair, except typewriters)"
81131,a,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (other non-automotive transportation equipment and industrial machines and equipment)"
81131,b,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,7623,*,Refrigeration and Air-Conditioning Services and Repair Shops (commercial refrigerator equipment repair)
81131,c,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,7692,,Welding Repair
81131,d,Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance,7694,*,Armature Rewinding Shops (repair)
811411,,Home and Garden Equipment Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (lawnmower repair shops, sharpening and repairing knives, saws and tools)"
811412,a,Appliance Repair and Maintenance,7623,*,Refrigeration and Air-Conditioning Service and Repair Shops (except commercial and retailing new refrigerators from a storefront and repairing)
811412,b,Appliance Repair and Maintenance,7629,*,"Electrical and Electronic Repair Shops, NEC (appliance repair, electrical; washing machine repair; electric razor repair (except retailing new appliances from a storefront and repairing))"
811412,c,Appliance Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (gas appliance repair service, sewing machine repair, stove repair shops, and other non-electrical appliance)"
81142,,Reupholstery and Furniture Repair,7641,*,Reupholstery and Furniture Repair (except antique furniture restoration)
81143,a,Footwear and Leather Goods Repair,7251,*,Shoe Repair and Shoeshine Parlors (shoe repair shops)
81143,b,Footwear and Leather Goods Repair,7699,*,"Repair Shops and Related Services (leather goods repair shops, luggage repair shops, pocketbook repair shops)"
81149,a,Other Personal and Household Goods Repair and Maintenance,3732,*,Boat Building and Repairing (pleasure boat repair)
81149,b,Other Personal and Household Goods Repair and Maintenance,7219,*,"Laundry and Garment Services, NEC (alteration and repair)"
81149,c,Other Personal and Household Goods Repair and Maintenance,7631,,"Watch, Clock, and Jewelry Repair"
81149,d,Other Personal and Household Goods Repair and Maintenance,7699,*,"Repair Shops and Related Services, NEC (except industrial, electronic, home and garden, appliance, and leather goods)"
812111,,Barber Shops,7241,*,Barber Shops (except barber colleges)
812112,,Beauty Salons,7231,*,Beauty Shops (except beauty and cosmetology schools and manicure and pedicure salons)
812113,,Nail Salons,7231,*,Beauty Shops (manicure and pedicure salons)
812191,,Diet and Weight Reducing Centers,7299,*,"Miscellaneous Personal Services, NEC (diet and weight reducing services)"
812199,,Other Personal Care Services,7299,*,"Miscellaneous Personal Services, NEC (personal care services)"
81221,,Funeral Homes and Funeral Services,7261,*,Funeral Services and Crematories (funeral homes and services)
81222,a,Cemeteries and Crematories,6531,*,Real Estate Agents and Managers (cemetery management)
81222,b,Cemeteries and Crematories,6553,,Cemetery Subdividers and Developers
81222,c,Cemeteries and Crematories,7261,*,Funeral Services and Crematories (crematories)
81231,,Coin-Operated Laundries and Drycleaners,7215,,Coin-Operated Laundry and Drycleaning
81232,a,Drycleaning and Laundry Services (except Coin-Operated),7211,,"Power Laundries, Family and Commercial"
81232,b,Drycleaning and Laundry Services (except Coin-Operated),7389,*,"Business Services, NEC (apparel pressing service for the trade)"
81232,c,Drycleaning and Laundry Services (except Coin-Operated),7216,,"Drycleaning Plants, Except Rug Cleaning"
81232,d,Drycleaning and Laundry Services (except Coin-Operated),7212,,"Garment Pressing, and Agents for Laundries and Drycleaners"
81232,e,Drycleaning and Laundry Services (except Coin-Operated),7219,*,"Laundry and Garment Services, NEC (except diaper service and clothing alteration and repair)"
812331,a,Linen Supply,7213,,Linen Supply
812331,b,Linen Supply,7219,*,"Laundry and Garment Services, NEC (diaper service)"
812332,,Industrial Launderers,7218,,Industrial Launderers
81291,,Pet Care (except Veterinary) Services,0752,*,"Animal Speciality Services, Except Veterinary (pet care services, except veterinary)"
812921,,Photofinishing Laboratories (except One-Hour),7384,*,Photofinishing Laboratories (except one-hour)
812922,,One-Hour Photofinishing,7384,*,Photofinishing Laboratories (one-hour)
81293,a,Parking Lots and Garages,7521,,Automobile Parking
81293,b,Parking Lots and Garages,7299,*,"Miscellaneous Personal Services, NEC (valet parking services)"
81299,a,All Other Personal Services,7299,*,"Miscellaneous Personal Services, NEC (except diet and weight reducing services, personal care services, valet parking services, and formal wear and costume rental service)"
81299,b,All Other Personal Services,7251,*,Shoe Repair Shops and Shoeshine Parlors (shoeshine parlors)
81299,c,All Other Personal Services,7389,*,Miscellaneous Business Services (bail bonding)
81311,,Religious Organizations,8661,,Religious Organizations
813211,,Grantmaking Foundations,6732,,"Educational, Religious, and Charitable Trusts"
813212,,Voluntary Health Organizations,8399,*,"Social Services, NEC (voluntary health organizations)"
813219,,Other Grantmaking and Giving Services,8399,*,"Social Services, NEC (grantmaking and giving)"
813311,,Human Rights Organizations,8399,*,"Social Services, NEC (human rights organizations)"
813312,a,"Environment, Conservation and Wildlife Organizations",8399,*,"Social Services, NEC (environment, conservation, and wildlife advocacy)"
813312,b,"Environment, Conservation and Wildlife Organizations",8699,*,"Membership Organizations, NEC (humane societies)"
813319,,Other Social Advocacy Organizations,8399,*,"Social Services, NEC (except human rights, environment, conservation and wildlife organizations, grantmaking and giving, and voluntary health organizations)"
81341,a,Civic and Social Organizations,8641,*,"Civic, Social, and Fraternal Organizations (except condominium and homeowner associations)"
81341,b,Civic and Social Organizations,8699,*,"Membership Organizations, NEC (except humane societies, farm business organizations, athletic associations, and travel motor clubs)"
81391,a,Business Associations,8611,,Business Associations
81391,b,Business Associations,8699,*,"Membership Organizations, NEC (farm business organizations)"
81392,,Professional Organizations,8621,,Professional Membership Organizations
81393,,Labor Unions and Similar Labor Organizations,8631,,Labor Unions and Similar Labor Organizations
81394,,Political Organizations,8651,,Political Organizations
81399,a,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",6531,*,Real Estate Agents and Managers (condominium associations)
81399,b,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",8641,*,"Civic, Social, and Fraternal Organizations (condominium and homeowner associations)"
81399,c,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations)",8699,*,"Membership Organizations, NEC (athletic associations)"
81411,,Private Households,8811,,Private Households
92,,Public Administration,,,Public Administration
92111,,Executive Offices,9111,,Executive Offices
92112,,Legislative Bodies,9121,,Legislative Bodies
92113,,Public Finance Activities,9311,,"Public Finance, Taxation, and Monetary Policy"
92114,,"Executive and Legislative Offices, Combined",9131,,"Executive and Legislative Office, Combined"
92115,,American Indian and Alaska Native Tribal Governments,8641,*,"Civic, Social, and Fraternal Organizations (Indian Tribal Councils)"
92119,,Other General Government Support,9199,,"General Government, NEC"
92211,,Courts,9211,,Courts
92212,,Police Protection,9221,,Police Protection
92213,,Legal Counsel and Prosecution,9222,,Legal Counsel and Prosecution
92214,,Correctional Institutions,9223,,Correctional Institutions
92215,,Parole Offices and Probation Offices,8322,*,Individual and Family Social Services (parole and probation offices)
92216,,Fire Protection,9224,,Fire Protection
92219,,"Other Justice, Public Order, and Safety Activities",9229,,"Public Order and Safety, NEC"
92311,,Administration of Education Programs,9411,,Administration of Educational Programs
